         1331522 function calls (1305160 primitive calls) in 1.307 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    50000    0.009    0.000    0.009    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/data/dataset.py:207(<genexpr>)
      650    0.001    0.000    0.008    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/autograd/profiler.py:789(__exit__)
        1    0.000    0.000    0.008    0.008 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharded_tensor/api.py:1(<module>)
        3    0.002    0.001    0.008    0.003 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_config_module.py:239(get_assignments_with_compile_ignored_comments)
     1311    0.001    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/inspect.py:885(getabsfile)
        1    0.000    0.000    0.008    0.008 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/fully_sharded_data_parallel.py:1(<module>)
     4188    0.008    0.000    0.008    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.008    0.008 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/ops/__init__.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/matrixbase.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/solvers/__init__.py:1(<module>)
      269    0.000    0.000    0.008    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/function.py:164(__init__)
57149/57073    0.007    0.000    0.008    0.000 {built-in method builtins.getattr}
       99    0.000    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/re/__init__.py:330(_compile)
       29    0.000    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/re/__init__.py:287(compile)
        1    0.000    0.000    0.008    0.008 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/slice.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/config.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/combinatorial/numbers.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/series/__init__.py:1(<module>)
      650    0.000    0.000    0.007    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_ops.py:1068(__call__)
       28    0.000    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/re/_compiler.py:757(compile)
        1    0.000    0.000    0.007    0.007 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/sets/handlers/intersection.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/concrete/__init__.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/matexpr.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/bsplines.py:1(<module>)
    12939    0.002    0.000    0.007    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/multipledispatch/conflict.py:43(edge)
        1    0.000    0.000    0.007    0.007 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/concrete/products.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/sets/__init__.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/_fully_shard/__init__.py:1(<module>)
      650    0.000    0.000    0.007    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_ops.py:1128(_must_dispatch_in_python)
        1    0.000    0.000    0.007    0.007 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/power.py:1(<module>)
104350/104309    0.006    0.000    0.007    0.000 {built-in method builtins.isinstance}
     2648    0.000    0.000    0.006    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/utils.py:1181(unwrap_if_wrapper)
    11072    0.001    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/tokenize.py:466(tokenize)
      200    0.006    0.000    0.006    0.000 {method 'sum' of 'torch._C.TensorBase' objects}
      591    0.002    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/inspect.py:2297(_signature_from_function)
      269    0.000    0.000    0.006    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/function.py:124(arity)
      650    0.000    0.000    0.006    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_pytree.py:1630(tree_any)
        1    0.000    0.000    0.006    0.006 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_functorch/_aot_autograd/collect_metadata_analysis.py:1(<module>)
     1323    0.002    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/inspect.py:857(getsourcefile)
    35551    0.006    0.000    0.006    0.000 {built-in method builtins.hasattr}
      685    0.000    0.000    0.006    0.000 {built-in method builtins.any}
     2648    0.001    0.000    0.006    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/utils.py:1185(unwrap_with_attr_name_if_wrapper)
     2940    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:145(_path_stat)
     6032    0.001    0.000    0.006    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/multipledispatch/conflict.py:19(ambiguous)
    15789    0.004    0.000    0.006    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/multipledispatch/conflict.py:7(supercedes)
      780    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:736(_init_module_attrs)
        1    0.000    0.000    0.006    0.006 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_numpy/__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/concrete/summations.py:1(<module>)
4550/1300    0.002    0.000    0.006    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_pytree.py:1302(tree_iter)
      200    0.006    0.000    0.006    0.000 {built-in method torch.eye}
      826    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap>:419(__enter__)
        1    0.000    0.000    0.006    0.006 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/distributed.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/src/train_and_inference.py:174(generate_samples)
     2992    0.001    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/inspect.py:1719(getattr_static)
        1    0.000    0.000    0.005    0.005 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/_fully_shard/_fully_shard.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/integrals/__init__.py:1(<module>)
     1556    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:243(cache_from_source)
    11011    0.003    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/tokenize.py:575(_generate_tokens_from_c_tokenizer)
        1    0.000    0.000    0.005    0.005 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/config.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/libmp/__init__.py:1(<module>)
       28    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/re/_parser.py:963(parse)
        1    0.000    0.000    0.005    0.005 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/plotting/__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/error_functions.py:1(<module>)
   117/28    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/re/_parser.py:452(_parse_sub)
   181/29    0.002    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/re/_parser.py:512(_parse)
       17    0.000    0.000    0.005    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/trace_rules.py:3658(add)
        1    0.000    0.000    0.005    0.005 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_functorch/_aot_autograd/schemas.py:1(<module>)
        2    0.000    0.000    0.005    0.002 <frozen importlib._bootstrap_external>:1054(create_module)
        2    0.005    0.002    0.005    0.002 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.005    0.005 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/_trace_wrapped_higher_order_op.py:1(<module>)
        9    0.005    0.001    0.005    0.001 {method 'to' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.005    0.005 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/basic.py:1(<module>)
      200    0.001    0.000    0.005    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/autograd/__init__.py:89(_make_grads)
        1    0.000    0.000    0.005    0.005 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/src/metrics.py:198(compute_all_metrics)
        1    0.000    0.000    0.005    0.005 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/functions/__init__.py:1(<module>)
      787    0.000    0.000    0.005    0.000 {built-in method builtins.next}
     6032    0.002    0.000    0.005    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/multipledispatch/conflict.py:12(consistent)
        1    0.000    0.000    0.004    0.004 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/matmul.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/function.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharded_tensor/reshard.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/simplify/__init__.py:1(<module>)
     2205    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.004    0.004 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/ops/_impl.py:1(<module>)
103909/103397    0.004    0.000    0.004    0.000 {built-in method builtins.len}
      250    0.000    0.000    0.004    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/data/dataloader.py:721(_next_index)
        1    0.000    0.000    0.004    0.004 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/eval_frame.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/plotting/plot.py:1(<module>)
      201    0.000    0.000    0.004    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/eval_frame.py:1039(_fn)
      250    0.002    0.000    0.004    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/data/sampler.py:346(__iter__)
        4    0.000    0.000    0.004    0.001 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/trace_rules.py:3651(_recompile_re)
        1    0.000    0.000    0.004    0.004 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/nn/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/numberfields/utilities.py:1(<module>)
        2    0.000    0.000    0.004    0.002 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/ops/_impl.py:31(decorator)
     1558    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:635(cached)
        1    0.000    0.000    0.004    0.004 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/ntheory/__init__.py:1(<module>)
       26    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/collections/__init__.py:361(namedtuple)
        1    0.000    0.000    0.004    0.004 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/random.py:1(<module>)
      200    0.001    0.000    0.004    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/optim/optimizer.py:997(zero_grad)
        1    0.000    0.000    0.004    0.004 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/tensor/__init__.py:1(<module>)
     5529    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:131(_path_join)
